date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2008-12-23 00:00:00,6.7,5.0,8.0,,,349.0,17.7,,,
2008-12-24 00:00:00,4.1,1.9,6.0,,,321.0,30.3,,,
2008-12-25 00:00:00,2.9,-1.0,6.0,,,,11.5,,,
2008-12-26 00:00:00,3.8,1.6,5.1,,,3.0,16.2,,,
2008-12-27 00:00:00,3.0,2.0,4.0,,,0.0,21.5,,,
2008-12-28 00:00:00,4.8,3.0,6.6,,,17.0,23.5,,,
2008-12-29 00:00:00,2.4,0.0,5.0,,,4.0,28.4,,,
2008-12-30 00:00:00,2.2,1.0,3.0,,,349.0,31.2,,,
2008-12-31 00:00:00,2.5,1.3,4.0,,,329.0,24.2,,,
2009-01-01 00:00:00,3.4,0.0,6.0,,,253.0,13.4,,,
2009-01-02 00:00:00,5.5,4.0,6.6,,,177.0,23.7,,,
2009-01-03 00:00:00,3.6,2.0,5.0,,,5.0,21.2,,,
2009-01-04 00:00:00,5.0,3.9,6.2,,,62.0,9.9,,,
2009-01-05 00:00:00,5.5,4.0,6.3,,,41.0,17.3,,,
2009-01-06 00:00:00,6.1,5.0,7.0,,,41.0,23.8,,,
2009-01-07 00:00:00,6.5,4.7,9.0,,,54.0,13.3,,,
2009-01-08 00:00:00,5.7,1.4,9.0,,,,14.8,,,
2009-01-09 00:00:00,2.9,1.0,6.0,,,44.0,20.9,,,
2009-01-10 00:00:00,1.5,-2.4,5.3,,,351.0,11.8,,,
2009-01-11 00:00:00,3.3,0.0,5.0,,,356.0,16.5,,,
2009-01-12 00:00:00,5.1,4.0,8.0,,,33.0,18.6,,,
2009-01-13 00:00:00,5.5,1.0,10.1,,,40.0,9.2,,,
2009-01-14 00:00:00,7.4,2.0,10.0,,,,11.4,,,
2009-01-15 00:00:00,10.8,9.0,14.7,,,,7.5,,,
2009-01-16 00:00:00,10.4,6.2,13.5,,,67.0,12.2,,,
2009-01-17 00:00:00,4.6,3.5,7.0,,,5.0,22.1,,,
2009-01-18 00:00:00,4.8,-1.0,8.0,,,,12.2,,,
2009-01-19 00:00:00,8.2,7.0,10.0,,,211.0,16.7,,,
2009-01-20 00:00:00,10.6,8.0,15.0,,,,10.0,,,
2009-01-21 00:00:00,11.6,9.0,14.2,,,86.0,11.9,,,
2009-01-22 00:00:00,12.2,9.0,15.0,,,84.0,10.6,,,
2009-01-23 00:00:00,11.9,9.0,16.5,,,17.0,14.2,,,
2009-01-24 00:00:00,11.1,9.7,13.0,,,,15.6,,,
2009-01-25 00:00:00,12.4,10.8,14.0,,,144.0,10.7,,,
2009-01-26 00:00:00,11.3,8.5,13.0,,,207.0,23.1,,,
2009-01-27 00:00:00,11.4,6.7,15.0,,,208.0,9.7,,,
2009-01-28 00:00:00,11.6,10.0,14.0,,,,9.7,,,
2009-01-29 00:00:00,8.9,7.6,10.0,,,,10.6,,,
2009-01-30 00:00:00,5.5,3.9,8.0,,,341.0,19.9,,,
2009-01-31 00:00:00,4.6,3.8,6.0,,,350.0,23.5,,,
2009-02-01 00:00:00,5.9,4.5,7.0,,,23.0,17.4,,,
2009-02-02 00:00:00,7.4,6.0,11.0,,,44.0,11.6,,,
2009-02-03 00:00:00,8.6,6.0,12.1,,,,6.8,,,
2009-02-04 00:00:00,12.5,9.5,16.0,,,145.0,11.9,,,
2009-02-05 00:00:00,12.4,8.5,15.0,,,230.0,13.8,,,
2009-02-06 00:00:00,11.3,7.9,16.0,,,221.0,9.4,,,
2009-02-07 00:00:00,11.4,10.0,15.0,,,167.0,9.0,,,
2009-02-08 00:00:00,11.9,11.0,13.2,,,179.0,25.9,,,
2009-02-09 00:00:00,10.6,8.8,13.0,,,191.0,14.2,,,
2009-02-10 00:00:00,5.8,3.9,9.0,,,273.0,19.1,,,
2009-02-11 00:00:00,9.6,6.0,12.0,,,183.0,21.4,,,
2009-02-12 00:00:00,9.4,8.0,12.3,,,192.0,22.1,,,
2009-02-13 00:00:00,7.7,6.1,10.0,,,174.0,14.6,,,
2009-02-14 00:00:00,5.2,3.0,7.0,,,15.0,26.5,,,
2009-02-15 00:00:00,3.6,3.0,5.0,,,351.0,28.9,,,
2009-02-16 00:00:00,3.4,2.0,6.0,,,338.0,18.2,,,
2009-02-17 00:00:00,3.5,0.0,7.0,,,86.0,6.7,,,
2009-02-18 00:00:00,8.5,6.0,11.0,,,168.0,12.6,,,
2009-02-19 00:00:00,9.6,8.0,13.1,,,111.0,12.8,,,
2009-02-20 00:00:00,6.2,3.0,8.0,,,257.0,18.7,,,
2009-02-21 00:00:00,3.5,2.7,5.3,,,338.0,34.8,,,
2009-02-22 00:00:00,3.4,2.8,5.0,,,359.0,24.4,,,
2009-02-23 00:00:00,3.2,1.7,4.0,,,27.0,20.7,,,
2009-02-24 00:00:00,4.8,3.0,6.2,,,20.0,17.6,,,
2009-02-25 00:00:00,4.8,3.5,6.0,,,16.0,25.1,,,
2009-02-26 00:00:00,4.1,2.8,6.0,,,23.0,30.4,,,
2009-02-27 00:00:00,3.6,2.0,5.0,,,18.0,20.2,,,
2009-02-28 00:00:00,4.7,1.0,8.0,,,,7.0,,,
2009-03-01 00:00:00,6.7,3.0,9.2,,,229.0,10.9,,,
2009-03-02 00:00:00,,,,,,,,,,
2009-03-03 00:00:00,6.9,5.0,9.0,,,,9.9,,,
2009-03-04 00:00:00,8.3,4.0,11.2,,,308.0,7.8,,,
2009-03-05 00:00:00,11.4,6.0,15.8,,,99.0,14.0,,,
2009-03-06 00:00:00,14.3,12.0,16.5,,,,13.7,,,
2009-03-07 00:00:00,10.8,8.0,15.0,,,204.0,17.1,,,
2009-03-08 00:00:00,9.8,8.7,11.0,,,,7.0,,,
2009-03-09 00:00:00,9.0,7.0,11.3,,,,9.7,,,
2009-03-10 00:00:00,9.2,5.8,12.0,,,227.0,18.0,,,
2009-03-11 00:00:00,6.8,4.8,9.0,,,,11.6,,,
2009-03-12 00:00:00,7.2,2.9,11.4,,,,14.8,,,
2009-03-13 00:00:00,5.6,3.0,7.0,,,,13.7,,,
2009-03-14 00:00:00,6.3,3.0,8.9,,,,13.1,,,
2009-03-15 00:00:00,6.1,2.7,9.0,,,,11.1,,,
2009-03-16 00:00:00,8.1,6.0,10.4,,,207.0,9.2,,,
2009-03-17 00:00:00,7.7,5.6,10.0,,,,11.5,,,
2009-03-18 00:00:00,6.5,5.0,8.0,,,239.0,11.0,,,
2009-03-19 00:00:00,4.6,3.0,6.0,,,320.0,14.8,,,
2009-03-20 00:00:00,6.1,3.0,9.1,,,164.0,11.7,,,
2009-03-21 00:00:00,8.2,5.0,12.6,,,56.0,23.6,,,
2009-03-22 00:00:00,8.5,7.0,11.0,,,37.0,15.0,,,
2009-03-23 00:00:00,6.6,4.8,8.0,,,284.0,16.7,,,
2009-03-24 00:00:00,9.6,6.0,13.0,,,218.0,18.3,,,
2009-03-25 00:00:00,11.7,9.9,14.0,,,210.0,25.7,,,
2009-03-26 00:00:00,6.0,4.0,9.0,,,351.0,21.3,,,
2009-03-27 00:00:00,5.9,4.0,8.0,,,251.0,13.1,,,
2009-03-28 00:00:00,7.4,3.0,10.2,,,165.0,8.6,,,
2009-03-29 00:00:00,9.6,4.0,13.0,,,,8.5,,,
2009-03-30 00:00:00,13.5,10.0,17.0,,,,6.9,,,
2009-03-31 00:00:00,14.8,10.0,20.0,,,,8.9,,,
2009-04-01 00:00:00,12.5,9.4,18.0,,,360.0,26.1,,,
2009-04-02 00:00:00,11.2,9.0,14.0,,,17.0,22.3,,,
2009-04-03 00:00:00,11.3,8.9,15.0,,,33.0,23.4,,,
2009-04-04 00:00:00,10.6,7.4,15.0,,,26.0,18.8,,,
2009-04-05 00:00:00,10.4,6.8,15.4,,,23.0,20.6,,,
2009-04-06 00:00:00,9.8,8.6,12.0,,,359.0,17.5,,,
2009-04-07 00:00:00,10.1,8.6,12.1,,,319.0,13.2,,,
2009-04-08 00:00:00,11.1,9.0,14.0,,,,10.8,,,
2009-04-09 00:00:00,13.7,9.0,21.0,,,,11.0,,,
2009-04-10 00:00:00,13.3,8.0,18.0,,,30.0,17.4,,,
2009-04-11 00:00:00,11.7,8.0,16.0,,,20.0,22.3,,,
2009-04-12 00:00:00,10.0,9.0,12.0,,,35.0,23.8,,,
2009-04-13 00:00:00,11.0,8.0,15.0,,,25.0,15.7,,,
2009-04-14 00:00:00,13.1,9.0,20.0,,,8.0,17.3,,,
2009-04-15 00:00:00,12.0,10.0,15.0,,,345.0,17.9,,,
2009-04-16 00:00:00,12.0,8.0,16.0,,,234.0,13.0,,,
2009-04-17 00:00:00,13.4,8.0,18.0,,,,12.3,,,
2009-04-18 00:00:00,14.1,8.0,19.0,,,,6.0,,,
2009-04-19 00:00:00,15.7,12.0,19.2,,,,6.4,,,
2009-04-20 00:00:00,17.2,12.0,24.0,,,16.0,17.7,,,
2009-04-21 00:00:00,15.6,11.4,22.0,,,20.0,20.1,,,
2009-04-22 00:00:00,12.6,9.0,15.0,,,36.0,28.9,,,
2009-04-23 00:00:00,9.6,8.5,11.7,,,22.0,24.1,,,
2009-04-24 00:00:00,10.2,7.0,14.0,,,39.0,16.1,,,
2009-04-25 00:00:00,10.2,6.7,15.0,,,51.0,14.1,,,
2009-04-26 00:00:00,11.0,6.8,14.4,,,,12.8,,,
2009-04-27 00:00:00,9.6,8.0,11.1,,,,10.2,,,
2009-04-28 00:00:00,10.7,7.0,13.7,,,,6.7,,,
2009-04-29 00:00:00,12.2,9.0,15.0,,,,8.8,,,
2009-04-30 00:00:00,13.7,11.0,17.0,,,232.0,12.1,,,
2009-05-01 00:00:00,15.0,12.0,21.0,,,,10.5,,,
2009-05-02 00:00:00,12.6,11.0,15.0,,,,8.6,,,
2009-05-03 00:00:00,13.8,9.0,18.3,,,,9.7,,,
2009-05-04 00:00:00,13.8,10.0,18.0,,,30.0,18.8,,,
2009-05-05 00:00:00,14.1,12.0,16.0,,,22.0,15.9,,,
2009-05-06 00:00:00,13.5,9.9,16.5,,,,10.6,,,
2009-05-07 00:00:00,14.7,11.0,19.0,,,,9.3,,,
2009-05-08 00:00:00,16.3,12.0,18.1,,,151.0,10.8,,,
2009-05-09 00:00:00,16.8,13.0,20.3,,,,8.1,,,
2009-05-10 00:00:00,18.0,12.0,23.0,,,,10.2,,,
2009-05-11 00:00:00,18.7,12.0,24.0,,,46.0,11.4,,,
2009-05-12 00:00:00,17.9,12.0,22.4,,,,9.1,,,
2009-05-13 00:00:00,18.6,15.0,24.0,,,237.0,13.2,,,
2009-05-14 00:00:00,19.2,14.0,24.0,,,29.0,9.3,,,
2009-05-15 00:00:00,22.6,16.0,28.8,,,,6.4,,,
2009-05-16 00:00:00,22.7,17.0,28.0,,,,7.3,,,
2009-05-17 00:00:00,24.9,18.8,31.0,,,,12.5,,,
2009-05-18 00:00:00,22.4,19.0,26.0,,,28.0,23.4,,,
2009-05-19 00:00:00,19.3,17.0,22.0,,,31.0,27.3,,,
2009-05-20 00:00:00,17.9,16.0,20.0,,,26.0,26.1,,,
2009-05-21 00:00:00,18.9,16.0,23.0,,,26.0,23.2,,,
2009-05-22 00:00:00,19.1,16.0,24.0,,,28.0,13.0,,,
2009-05-23 00:00:00,19.4,14.0,23.0,,,,6.5,,,
2009-05-24 00:00:00,20.5,18.0,23.2,,,40.0,15.4,,,
2009-05-25 00:00:00,20.5,15.4,25.7,,,51.0,11.3,,,
2009-05-26 00:00:00,19.0,14.0,24.0,,,358.0,15.0,,,
2009-05-27 00:00:00,18.8,15.0,23.0,,,,14.6,,,
2009-05-28 00:00:00,19.6,13.7,24.6,,,45.0,15.3,,,
2009-05-29 00:00:00,19.2,15.0,23.8,,,67.0,12.0,,,
2009-05-30 00:00:00,21.4,17.0,26.0,,,41.0,11.4,,,
2009-05-31 00:00:00,18.9,16.9,21.0,,,17.0,23.0,,,
2009-06-01 00:00:00,20.2,17.0,24.0,,,29.0,14.4,,,
2009-06-02 00:00:00,21.3,16.3,27.0,,,247.0,10.5,,,
2009-06-03 00:00:00,24.6,20.0,30.2,,,,11.6,,,
2009-06-04 00:00:00,19.2,16.6,21.1,,,234.0,11.5,,,
2009-06-05 00:00:00,20.1,18.0,23.0,,,,13.8,,,
2009-06-06 00:00:00,21.4,17.0,26.3,,,,6.7,,,
2009-06-07 00:00:00,24.7,19.0,29.2,,,,6.5,,,
2009-06-08 00:00:00,25.4,20.0,32.0,,,,11.3,,,
2009-06-09 00:00:00,23.3,19.9,27.6,,,19.0,20.0,,,
2009-06-10 00:00:00,24.3,20.0,29.9,,,28.0,17.6,,,
2009-06-11 00:00:00,22.4,20.0,26.0,,,316.0,14.2,,,
2009-06-12 00:00:00,23.7,20.0,29.0,,,346.0,14.5,,,
2009-06-13 00:00:00,23.3,20.0,25.0,,,20.0,21.8,,,
2009-06-14 00:00:00,21.9,17.0,25.4,,,14.0,16.1,,,
2009-06-15 00:00:00,22.3,16.0,27.5,,,45.0,13.6,,,
2009-06-16 00:00:00,23.1,18.0,28.0,,,53.0,14.5,,,
2009-06-17 00:00:00,23.1,18.8,30.0,,,,11.5,,,
2009-06-18 00:00:00,23.2,20.0,26.0,,,32.0,23.5,,,
2009-06-19 00:00:00,22.1,17.9,26.0,,,47.0,21.3,,,
2009-06-20 00:00:00,22.7,19.0,27.0,,,,16.1,,,
2009-06-21 00:00:00,22.2,18.0,25.0,,,139.0,9.7,,,
2009-06-22 00:00:00,26.1,19.6,33.0,,,,7.2,,,
2009-06-23 00:00:00,26.3,23.8,30.0,,,224.0,13.1,,,
2009-06-24 00:00:00,27.0,21.6,33.0,,,219.0,9.8,,,
2009-06-25 00:00:00,24.8,22.0,28.0,,,233.0,14.0,,,
2009-06-26 00:00:00,23.1,21.0,26.0,,,218.0,11.7,,,
2009-06-27 00:00:00,24.3,20.1,28.0,,,,7.9,,,
2009-06-28 00:00:00,25.1,22.0,28.0,,,,9.7,,,
2009-06-29 00:00:00,24.6,19.9,29.0,,,,10.5,,,
2009-06-30 00:00:00,24.4,20.5,29.0,,,,8.5,,,
2009-07-01 00:00:00,26.7,21.3,32.0,,,,15.2,,,
2009-07-02 00:00:00,25.9,22.7,29.3,,,35.0,18.5,,,
2009-07-03 00:00:00,25.8,23.0,30.0,,,43.0,13.8,,,
2009-07-04 00:00:00,25.4,21.7,28.0,,,359.0,12.0,,,
2009-07-05 00:00:00,24.4,22.0,28.0,,,,10.2,,,
2009-07-06 00:00:00,25.9,20.6,31.6,,,73.0,9.7,,,
2009-07-07 00:00:00,26.9,22.0,31.7,,,58.0,13.6,,,
2009-07-08 00:00:00,26.3,21.4,30.0,,,162.0,9.4,,,
2009-07-09 00:00:00,27.5,23.9,32.0,,,,12.4,,,
2009-07-10 00:00:00,28.0,24.9,33.0,,,35.0,15.1,,,
2009-07-11 00:00:00,27.3,24.0,31.0,,,41.0,14.3,,,
2009-07-12 00:00:00,24.7,21.9,28.0,,,280.0,16.2,,,
2009-07-13 00:00:00,23.6,19.9,26.1,,,336.0,17.9,,,
2009-07-14 00:00:00,24.4,20.4,27.1,,,353.0,15.5,,,
2009-07-15 00:00:00,24.6,21.0,27.1,,,326.0,22.4,,,
2009-07-16 00:00:00,26.4,24.0,29.0,,,347.0,25.2,,,
2009-07-17 00:00:00,27.6,23.7,32.0,,,345.0,22.1,,,
2009-07-18 00:00:00,27.0,23.0,32.1,,,270.0,11.3,,,
2009-07-19 00:00:00,27.3,23.0,31.7,,,220.0,8.5,,,
2009-07-20 00:00:00,25.9,24.0,28.4,,,16.0,23.9,,,
2009-07-21 00:00:00,25.9,21.0,30.0,,,33.0,19.9,,,
2009-07-22 00:00:00,25.3,22.0,28.4,,,42.0,22.8,,,
2009-07-23 00:00:00,26.4,23.0,30.0,,,36.0,21.2,,,
2009-07-24 00:00:00,27.6,22.0,32.0,,,37.0,15.1,,,
2009-07-25 00:00:00,27.1,22.8,33.3,,,,7.1,,,
2009-07-26 00:00:00,26.6,24.0,30.0,,,,25.3,,,
2009-07-27 00:00:00,25.9,24.0,30.0,,,32.0,26.3,,,
2009-07-28 00:00:00,24.8,21.6,27.7,,,46.0,21.6,,,
2009-07-29 00:00:00,24.9,22.0,28.0,,,46.0,21.4,,,
2009-07-30 00:00:00,25.5,22.6,29.0,,,29.0,19.1,,,
2009-07-31 00:00:00,24.6,20.4,29.0,,,340.0,14.1,,,
2009-08-01 00:00:00,24.6,20.6,29.0,,,,14.8,,,
2009-08-02 00:00:00,26.3,22.7,30.3,,,18.0,16.4,,,
2009-08-03 00:00:00,27.1,22.1,32.0,,,,15.0,,,
2009-08-04 00:00:00,27.1,23.0,32.0,,,47.0,16.3,,,
2009-08-05 00:00:00,26.4,23.0,31.0,,,,17.5,,,
2009-08-06 00:00:00,27.0,24.0,30.1,,,24.0,20.2,,,
2009-08-07 00:00:00,26.5,23.0,30.0,,,26.0,18.1,,,
2009-08-08 00:00:00,25.2,22.0,27.3,,,27.0,18.4,,,
2009-08-09 00:00:00,25.1,22.8,29.0,,,29.0,20.3,,,
2009-08-10 00:00:00,24.4,21.8,28.0,,,40.0,20.1,,,
2009-08-11 00:00:00,23.9,19.9,27.0,,,41.0,16.9,,,
2009-08-12 00:00:00,23.8,21.0,27.0,,,43.0,18.5,,,
2009-08-13 00:00:00,23.7,18.0,27.0,,,36.0,17.8,,,
2009-08-14 00:00:00,24.5,20.8,30.0,,,54.0,15.3,,,
2009-08-15 00:00:00,24.7,21.0,28.2,,,,20.4,,,
2009-08-16 00:00:00,25.4,23.0,29.3,,,39.0,27.1,,,
2009-08-17 00:00:00,25.7,23.0,29.0,,,30.0,24.1,,,
2009-08-18 00:00:00,25.2,20.6,29.1,,,24.0,15.7,,,
2009-08-19 00:00:00,25.3,20.0,31.0,,,29.0,18.2,,,
2009-08-20 00:00:00,26.1,23.0,30.0,,,35.0,23.5,,,
2009-08-21 00:00:00,24.4,21.8,27.0,,,40.0,21.1,,,
2009-08-22 00:00:00,23.6,20.5,27.7,,,47.0,19.8,,,
2009-08-23 00:00:00,23.7,20.0,27.5,,,49.0,19.3,,,
2009-08-24 00:00:00,24.2,21.0,27.3,,,47.0,20.5,,,
2009-08-25 00:00:00,23.9,21.0,27.0,,,32.0,18.2,,,
2009-08-26 00:00:00,24.5,19.4,28.0,,,32.0,19.5,,,
2009-08-27 00:00:00,24.6,21.9,28.1,,,36.0,21.1,,,
2009-08-28 00:00:00,24.3,21.0,28.0,,,39.0,17.9,,,
2009-08-29 00:00:00,24.2,21.0,30.7,,,44.0,15.0,,,
2009-08-30 00:00:00,23.5,19.0,28.0,,,34.0,12.7,,,
2009-08-31 00:00:00,24.4,21.0,29.0,,,,15.4,,,
2009-09-01 00:00:00,22.1,20.0,24.0,,,17.0,17.0,,,
2009-09-02 00:00:00,21.9,15.9,26.0,,,41.0,11.2,,,
2009-09-03 00:00:00,22.7,16.8,27.0,,,,9.2,,,
2009-09-04 00:00:00,25.2,18.0,31.0,,,,6.6,,,
2009-09-05 00:00:00,25.9,20.0,33.0,,,,9.3,,,
2009-09-06 00:00:00,24.8,21.0,28.0,,,18.0,23.9,,,
2009-09-07 00:00:00,23.1,21.0,27.0,,,22.0,19.2,,,
2009-09-08 00:00:00,22.1,20.0,24.0,,,27.0,18.6,,,
2009-09-09 00:00:00,20.7,19.0,24.0,,,342.0,19.5,,,
2009-09-10 00:00:00,21.6,19.0,25.0,,,348.0,17.9,,,
2009-09-11 00:00:00,22.5,19.0,25.0,,,25.0,16.6,,,
2009-09-12 00:00:00,21.3,19.9,23.1,,,20.0,22.0,,,
2009-09-13 00:00:00,20.1,18.0,23.1,,,319.0,17.4,,,
2009-09-14 00:00:00,21.1,17.0,24.0,,,250.0,8.1,,,
2009-09-15 00:00:00,21.5,18.0,24.6,,,53.0,11.2,,,
2009-09-16 00:00:00,21.7,18.0,26.0,,,,10.7,,,
2009-09-17 00:00:00,22.1,17.9,26.0,,,,11.2,,,
2009-09-18 00:00:00,22.0,18.0,26.0,,,23.0,14.7,,,
2009-09-19 00:00:00,22.0,20.0,24.2,,,24.0,18.9,,,
2009-09-20 00:00:00,18.6,16.0,21.0,,,8.0,17.1,,,
2009-09-21 00:00:00,17.1,13.3,21.0,,,352.0,14.6,,,
2009-09-22 00:00:00,17.6,13.0,22.4,,,342.0,14.0,,,
2009-09-23 00:00:00,18.9,13.6,23.5,,,,12.4,,,
2009-09-24 00:00:00,19.5,14.0,24.3,,,37.0,14.1,,,
2009-09-25 00:00:00,20.3,16.6,23.0,,,35.0,13.0,,,
2009-09-26 00:00:00,21.0,18.0,24.7,,,29.0,16.7,,,
2009-09-27 00:00:00,19.3,17.7,22.0,,,38.0,15.8,,,
2009-09-28 00:00:00,18.5,14.0,22.0,,,45.0,17.3,,,
2009-09-29 00:00:00,17.8,12.8,21.0,,,94.0,9.2,,,
2009-09-30 00:00:00,18.6,15.0,21.2,,,,10.6,,,
2009-10-01 00:00:00,19.6,16.0,23.0,,,,5.9,,,
2009-10-02 00:00:00,20.1,15.0,24.2,,,,6.0,,,
2009-10-03 00:00:00,21.6,17.0,26.0,,,,6.5,,,
2009-10-04 00:00:00,20.6,19.0,22.4,,,,6.2,,,
2009-10-05 00:00:00,18.9,17.9,20.0,,,18.0,13.6,,,
2009-10-06 00:00:00,19.4,15.0,24.0,,,22.0,14.8,,,
2009-10-07 00:00:00,20.4,17.3,24.3,,,37.0,16.6,,,
2009-10-08 00:00:00,20.1,16.0,24.2,,,42.0,14.4,,,
2009-10-09 00:00:00,19.2,15.0,22.0,,,,10.1,,,
2009-10-10 00:00:00,19.6,14.0,24.2,,,26.0,14.6,,,
2009-10-11 00:00:00,19.3,16.0,21.3,,,99.0,9.5,,,
2009-10-12 00:00:00,19.3,16.0,23.0,,,,7.5,,,
2009-10-13 00:00:00,21.9,16.0,25.0,,,192.0,29.9,,,
2009-10-14 00:00:00,13.8,11.8,15.7,,,278.0,12.6,,,
2009-10-15 00:00:00,15.5,10.0,19.0,,,20.0,12.4,,,
2009-10-16 00:00:00,17.7,16.0,21.7,,,,10.4,,,
2009-10-17 00:00:00,17.4,16.0,19.0,,,348.0,18.8,,,
2009-10-18 00:00:00,19.0,17.0,21.0,,,,10.7,,,
2009-10-19 00:00:00,19.7,16.0,23.0,,,,7.9,,,
2009-10-20 00:00:00,19.2,16.8,21.4,,,,7.2,,,
2009-10-21 00:00:00,17.4,16.0,19.3,,,352.0,18.5,,,
2009-10-22 00:00:00,16.6,12.0,19.2,,,50.0,9.2,,,
2009-10-23 00:00:00,17.5,12.0,22.0,,,,5.9,,,
2009-10-24 00:00:00,18.4,13.0,24.0,,,,8.1,,,
2009-10-25 00:00:00,19.7,17.8,22.0,,,29.0,17.2,,,
2009-10-26 00:00:00,19.5,18.0,21.1,,,40.0,21.6,,,
2009-10-27 00:00:00,17.9,16.9,19.0,,,12.0,19.7,,,
2009-10-28 00:00:00,15.8,14.5,17.0,,,351.0,19.7,,,
2009-10-29 00:00:00,14.8,11.0,17.0,,,357.0,12.1,,,
2009-10-30 00:00:00,13.5,11.7,15.0,,,22.0,20.6,,,
2009-10-31 00:00:00,11.3,9.5,13.0,,,2.0,27.6,,,
2009-11-01 00:00:00,10.5,8.0,13.0,,,7.0,32.6,,,
2009-11-02 00:00:00,8.7,6.9,11.0,,,5.0,19.0,,,
2009-11-03 00:00:00,9.3,5.0,12.1,,,60.0,13.2,,,
2009-11-04 00:00:00,13.0,10.8,15.0,,,168.0,18.1,,,
2009-11-05 00:00:00,13.5,8.0,18.0,,,,13.6,,,
2009-11-06 00:00:00,17.0,14.0,20.0,,,,7.8,,,
2009-11-07 00:00:00,18.2,14.9,22.0,,,71.0,9.2,,,
2009-11-08 00:00:00,18.0,13.0,24.0,,,,9.6,,,
2009-11-09 00:00:00,16.4,12.0,19.4,,,77.0,8.6,,,
2009-11-10 00:00:00,17.1,14.9,21.0,,,,7.1,,,
2009-11-11 00:00:00,15.3,13.7,17.0,,,191.0,20.7,,,
2009-11-12 00:00:00,12.9,10.0,15.0,,,284.0,19.6,,,
2009-11-13 00:00:00,11.4,9.0,14.0,,,326.0,11.8,,,
2009-11-14 00:00:00,10.4,6.0,13.0,,,,8.1,,,
2009-11-15 00:00:00,12.4,10.0,14.0,,,,11.7,,,
2009-11-16 00:00:00,12.1,9.6,13.4,,,315.0,13.4,,,
2009-11-17 00:00:00,12.6,9.0,14.1,,,168.0,10.9,,,
2009-11-18 00:00:00,11.7,9.8,14.0,,,,6.4,,,
2009-11-19 00:00:00,11.8,8.0,16.0,,,,7.2,,,
2009-11-20 00:00:00,12.4,11.0,14.0,,,243.0,9.5,,,
2009-11-21 00:00:00,10.7,9.8,12.0,,,,5.0,,,
2009-11-22 00:00:00,10.8,9.0,13.0,,,,5.5,,,
2009-11-23 00:00:00,12.7,10.8,15.0,,,226.0,11.9,,,
2009-11-24 00:00:00,10.9,8.7,13.0,,,,6.1,,,
2009-11-25 00:00:00,10.1,6.0,14.0,,,303.0,8.5,,,
2009-11-26 00:00:00,11.2,6.6,13.5,,,,6.3,,,
2009-11-27 00:00:00,11.6,8.0,15.0,,,,9.0,,,
2009-11-28 00:00:00,13.3,8.0,16.0,,,,13.2,,,
2009-11-29 00:00:00,13.5,9.1,15.0,,,,14.5,,,
2009-11-30 00:00:00,12.6,7.0,17.0,,,,8.4,,,
2009-12-01 00:00:00,13.9,10.0,16.5,,,101.0,10.9,,,
2009-12-02 00:00:00,14.7,13.0,16.2,,,82.0,14.2,,,
2009-12-03 00:00:00,13.4,11.0,15.1,,,,11.4,,,
2009-12-04 00:00:00,12.3,11.0,14.0,,,,8.3,,,
2009-12-05 00:00:00,13.9,12.0,17.0,,,66.0,12.4,,,
2009-12-06 00:00:00,12.8,11.0,14.0,,,25.0,19.3,,,
2009-12-07 00:00:00,10.1,6.0,12.6,,,11.0,13.4,,,
2009-12-08 00:00:00,8.7,4.0,11.0,,,,9.0,,,
2009-12-09 00:00:00,10.3,8.5,12.0,,,58.0,12.0,,,
2009-12-10 00:00:00,12.0,10.7,14.0,,,38.0,22.5,,,
2009-12-11 00:00:00,9.7,6.9,11.0,,,8.0,34.6,,,
2009-12-12 00:00:00,7.2,5.4,9.0,,,332.0,28.0,,,
2009-12-13 00:00:00,4.7,2.0,8.0,,,339.0,32.7,,,
2009-12-14 00:00:00,6.1,3.0,8.5,,,41.0,13.2,,,
2009-12-15 00:00:00,10.4,7.0,12.4,,,103.0,19.6,,,
2009-12-16 00:00:00,10.0,5.7,12.0,,,,15.1,,,
2009-12-17 00:00:00,6.2,4.6,8.0,,,11.0,17.8,,,
2009-12-18 00:00:00,8.7,3.2,14.0,,,37.0,20.3,,,
2009-12-19 00:00:00,4.8,1.0,10.5,,,58.0,17.3,,,
2009-12-20 00:00:00,13.5,4.0,17.3,,,193.0,27.8,,,
2009-12-21 00:00:00,4.0,2.5,5.1,,,21.0,18.7,,,
2009-12-22 00:00:00,6.0,0.2,10.0,,,179.0,12.8,,,
2009-12-23 00:00:00,11.6,9.0,14.0,,,197.0,25.9,,,
2009-12-24 00:00:00,13.3,12.0,15.0,,,214.0,14.0,,,
2009-12-25 00:00:00,13.9,12.8,15.3,,,203.0,19.5,,,
2009-12-26 00:00:00,15.0,13.5,16.4,,,231.0,20.5,,,
2009-12-27 00:00:00,14.3,12.0,17.0,,,101.0,14.3,,,
2009-12-28 00:00:00,12.3,7.0,17.0,,,229.0,16.1,,,
2009-12-29 00:00:00,7.7,4.0,10.1,,,,7.6,,,
2009-12-30 00:00:00,8.7,3.0,12.0,,,,9.1,,,
2009-12-31 00:00:00,13.1,10.6,15.0,,,191.0,25.4,,,
2010-01-01 00:00:00,15.8,13.3,18.0,,,208.0,28.6,,,
2010-01-02 00:00:00,13.2,10.3,15.0,,,217.0,25.9,,,
